id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,istrain
39520,Unisex,Accessories,Bags,Messenger Bag,Black,Summer,Casual,True
10298,Women,Footwear,Shoes,Heels,White,Spring,Casual,True
44974,Men,Accessories,Watches,Watches,White,Winter,Casual,True
25943,Women,Accessories,Scarves,Scarves,Yellow,Summer,Casual,True
44148,Men,Personal Care,Fragrance,Deodorant,Green,Spring,Casual,True
14638,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
33826,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
58517,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,True
11178,Men,Accessories,Watches,Watches,Silver,Winter,Casual,True
41608,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
39712,Unisex,Accessories,Watches,Watches,White,Winter,Casual,True
33228,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,Casual,True
5861,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
11944,Men,Footwear,Sandal,Sandals,Blue,Summer,Casual,True
58725,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,True
37688,Unisex,Accessories,Bags,Backpacks,Grey,Summer,Casual,True
43963,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,Casual,True
28452,Women,Apparel,Bottomwear,Leggings,Black,Summer,Casual,True
50548,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,Casual,True
29580,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
22168,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
55806,Women,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,Casual,True
34831,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
23886,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
2278,Men,Apparel,Topwear,Tshirts,White,Fall,Sports,True
9690,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,True
8742,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,True
19315,Unisex,Accessories,Bags,Backpacks,Black,Fall,Casual,True
28694,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,True
2882,Women,Footwear,Shoes,Heels,Black,Winter,Casual,True
17049,Men,Footwear,Sandal,Sandals,Tan,Summer,Casual,True
35319,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic,True
3950,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,True
29746,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
48771,Women,Accessories,Jewellery,Jewellery Set,White,Summer,Casual,True
43399,Unisex,Accessories,Socks,Socks,Multi,Summer,Casual,True
9456,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,True
17875,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,Casual,True
18001,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,Sports,True
8584,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,True
24059,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
44980,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
38406,Women,Accessories,Belts,Belts,White,Summer,Casual,True
4947,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
38634,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
5895,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
21719,Women,Footwear,Shoes,Heels,White,Winter,Casual,True
59603,Women,Apparel,Saree,Sarees,Brown,Fall,Ethnic,True
10862,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,True
42845,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,True
29574,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
18233,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,True
23872,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
9664,Men,Apparel,Topwear,Shirts,Maroon,Fall,Casual,True
30459,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,True
49491,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,True
42079,Men,Accessories,Wallets,Wallets,Black,Summer,Casual,True
12709,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,True
35917,Women,Accessories,Bags,Handbags,Red,Summer,Casual,True
41298,Boys,Apparel,Topwear,Shirts,White,Summer,Casual,True
15974,Men,Apparel,Topwear,Shirts,White,Fall,Casual,True
39382,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,True
45638,Men,Apparel,Innerwear,Briefs,Red,Summer,Casual,True
59267,Women,Accessories,Watches,Watches,Silver,Winter,Casual,True
29110,Men,Accessories,Socks,Socks,White,Summer,Sports,True
6248,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,True
30801,Men,Apparel,Topwear,Shirts,Beige,Summer,Ethnic,True
19785,Men,Apparel,Topwear,Tshirts,Red,Winter,Casual,True
46881,Boys,Footwear,Flip Flops,Flip Flops,Green,Summer,Casual,True
26158,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,True
18657,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
54578,Women,Apparel,Topwear,Kurtas,Black,Summer,Ethnic,True
48127,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual,True
9200,Men,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,True
12963,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,True
29322,Men,Apparel,Topwear,Shirts,Maroon,Summer,Casual,True
23618,Men,Personal Care,Fragrance,Deodorant,Silver,Spring,Casual,True
3508,Men,Apparel,Bottomwear,Track Pants,White,Fall,Sports,True
9032,Men,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,True
18465,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,True
10608,Men,Accessories,Watches,Watches,White,Winter,Casual,True
40178,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
21973,Women,Accessories,Bags,Handbags,Beige,Winter,Casual,True
32558,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,Casual,True
58187,Women,Accessories,Bags,Handbags,Peach,Summer,Casual,True
40944,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,True
59055,Women,Footwear,Shoes,Casual Shoes,Black,Winter,Casual,True
56821,Men,Apparel,Bottomwear,Shorts,Brown,Summer,Casual,True
34032,Boys,Apparel,Topwear,Shirts,Green,Summer,Casual,True
50577,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,Casual,True
22157,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
16362,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,True
46412,Men,Apparel,Topwear,Jackets,White,Summer,Sports,True
7735,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,Sports,True
55839,Women,Personal Care,Nails,Nail Polish,Red,Spring,Casual,True
27425,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Navy Blue,Winter,Casual,True
2247,Women,Apparel,Apparel Set,Swimwear,Purple,Winter,Sports,True
48588,Women,Accessories,Jewellery,Bracelet,Silver,Summer,Casual,True
43160,Women,Accessories,Watches,Watches,Black,Winter,Casual,True
3395,Women,Accessories,Bags,Handbags,Red,Winter,Casual,True
55005,Women,Personal Care,Lips,Lip Gloss,White,Spring,Casual,True
56680,Women,Footwear,Shoes,Heels,Black,Winter,Casual,True
11147,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,True
25372,Men,Apparel,Innerwear,Innerwear Vests,Navy Blue,Summer,Casual,True
41637,Men,Apparel,Topwear,Shirts,Brown,Summer,Formal,True
10095,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,Sports,True
57752,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Casual,True
36765,Men,Accessories,Watches,Watches,White,Winter,Casual,True
45297,Women,Accessories,Watches,Watches,White,Winter,Casual,True
52220,Women,Accessories,Jewellery,Necklace and Chains,Grey,Fall,Casual,True
20600,Women,Accessories,Bags,Handbags,Red,Winter,Casual,True
5062,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
41405,Women,Apparel,Topwear,Tops,Green,Summer,Casual,True
11375,Women,Apparel,Topwear,Shirts,White,Fall,Casual,True
45899,Women,Accessories,Watches,Watches,Black,Winter,Casual,True
25140,Women,Others,Free Gifts,Clutches,Others,Summer,Others,True
33025,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,True
4382,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
36557,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
44177,Women,Personal Care,Fragrance,Deodorant,White,Spring,Casual,True
37485,Unisex,Accessories,Watches,Watches,Black,Winter,Casual,True
20432,Women,Accessories,Wallets,Wallets,Brown,Winter,Casual,True
14607,Men,Accessories,Socks,Socks,Brown,Summer,Casual,True
58528,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,Casual,True
17082,Women,Accessories,Wallets,Wallets,Red,Winter,Casual,True
2849,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
46620,Women,Footwear,Shoes,Heels,Brown,Summer,Casual,True
7507,Women,Apparel,Bottomwear,Capris,Grey,Fall,Sports,True
19924,Women,Apparel,Topwear,Tops,Brown,Summer,Casual,True
22365,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,Casual,True
16150,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,True
51697,Women,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
43352,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
13422,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
55237,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,Casual,True
19118,Unisex,Footwear,Flip Flops,Flip Flops,Black,Fall,Casual,True
49668,Men,Accessories,Eyewear,Sunglasses,White,Winter,Casual,True
57104,Women,Apparel,Topwear,Tops,Red,Summer,Casual,True
58970,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,True
33441,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,True
32593,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,True
11711,Men,Apparel,Topwear,Shirts,Grey,Fall,Casual,True
25524,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,True
57938,Men,Footwear,Sandal,Sports Sandals,Brown,Fall,Casual,True
20056,Women,Accessories,Headwear,Caps,Grey,Fall,Casual,True
39947,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,Casual,True
52476,Women,Apparel,Loungewear and Nightwear,Bath Robe,Blue,Winter,Casual,True
21184,Men,Footwear,Flip Flops,Flip Flops,Black,Spring,Casual,True
36133,Men,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
46244,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,True
7163,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,True
22701,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
16534,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,True
8917,Men,Accessories,Belts,Belts,Brown,Fall,Casual,True
50321,Women,Apparel,Topwear,Kurtis,Black,Summer,Ethnic,True
47396,Women,Accessories,Bags,Handbags,Blue,Summer,Casual,True
55653,Women,Footwear,Shoes,Heels,Green,Winter,Casual,True
12194,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,True
31316,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
27273,Women,Apparel,Topwear,Tunics,Grey,Fall,Ethnic,True
49802,Men,Accessories,Headwear,Caps,Black,Winter,Casual,True
22533,Unisex,Footwear,Flip Flops,Flip Flops,Brown,Summer,Casual,True
31918,Women,Accessories,Bags,Clutches,Blue,Summer,Casual,True
46076,Women,Footwear,Shoes,Flats,Black,Summer,Casual,True
7351,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,True
6283,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
34456,Women,Footwear,Shoes,Heels,Brown,Winter,Formal,True
28009,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,Casual,True
31124,Girls,Apparel,Dress,Dresses,Magenta,Summer,Casual,True
8319,Boys,Apparel,Topwear,Tshirts,Red,Fall,Casual,True
55461,Women,Personal Care,Lips,Lipstick,Purple,Spring,Casual,True
27041,Unisex,Accessories,Bags,Duffel Bag,Black,Summer,Casual,True
2623,Women,Footwear,Shoes,Flats,Black,Fall,Casual,True
28835,Women,Apparel,Topwear,Kurtas,Multi,Summer,Ethnic,True
43504,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
40381,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,True
57336,Women,Apparel,Innerwear,Bra,Off White,Winter,Casual,True
11523,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,True
25716,Unisex,Accessories,Bags,Duffel Bag,Olive,Summer,Casual,True
41253,Men,Accessories,Belts,Belts,Black,Summer,Formal,True
20264,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
53796,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
14051,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,True
44721,Women,Footwear,Flip Flops,Flip Flops,Blue,Summer,Casual,True
36301,Men,Apparel,Topwear,Tshirts,Grey Melange,Summer,Casual,True
15183,Men,Apparel,Topwear,Sweaters,Blue,Fall,Casual,True
10637,Men,Footwear,Shoes,Formal Shoes,Black,Winter,Formal,True
40147,Girls,Apparel,Bottomwear,Capris,Blue,Summer,Casual,True
58984,Women,Personal Care,Fragrance,Deodorant,Purple,Spring,Casual,True
59856,Women,Personal Care,Skin,Face Moisturisers,White,Spring,Casual,True
32567,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,True
56022,Women,Personal Care,Lips,Lipstick,Brown,Spring,Casual,True
14297,Men,Apparel,Topwear,Tshirts,Brown,Fall,Casual,True
52482,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Red,Winter,Casual,True
15345,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,Casual,True
21170,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,True
4712,Unisex,Accessories,Watches,Watches,Black,Winter,Sports,True
7197,Women,Apparel,Topwear,Tops,Green,Fall,Casual,True
51207,Women,Apparel,Innerwear,Bra,Black,Summer,Casual,True
9831,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
17412,Men,Footwear,Shoes,Sports Shoes,White,Fall,Sports,True
23627,Men,Apparel,Topwear,Tshirts,White,Spring,Casual,True
47362,Women,Accessories,Bags,Clutches,Grey,Summer,Casual,True
26355,Women,Apparel,Dress,Dresses,Purple,Summer,Casual,True
19588,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
12160,Women,Apparel,Bottomwear,Leggings,Yellow,Fall,Ethnic,True
42610,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,Casual,True
3537,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
6879,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,True
27287,Women,Apparel,Topwear,Kurtas,Pink,Fall,Ethnic,True
51035,Women,Apparel,Loungewear and Nightwear,Nightdress,Cream,Summer,Casual,True
46082,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
35570,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
6277,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,True
27889,Women,Apparel,Topwear,Shirts,Lavender,Summer,Formal,True
17620,Girls,Apparel,Bottomwear,Leggings,Red,Fall,Casual,True
29913,Women,Accessories,Watches,Watches,Black,Winter,Casual,True
42422,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,True
3705,Men,Apparel,Topwear,Tshirts,Pink,Summer,Casual,True
51809,Women,Apparel,Loungewear and Nightwear,Nightdress,Lavender,Summer,Casual,True
55495,Women,Personal Care,Lips,Lip Gloss,Others,Spring,Casual,True
54547,Women,Apparel,Topwear,Tunics,Pink,Summer,Casual,True
13280,Women,Footwear,Shoes,Heels,Multi,Winter,Casual,True
30002,Women,Accessories,Watches,Watches,Gold,Winter,Casual,True
48118,Women,Accessories,Belts,Belts,Brown,Summer,Casual,True
40375,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,True
14899,Women,Accessories,Wallets,Wallets,Red,Summer,Casual,True
33687,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,Casual,True
24630,Women,Footwear,Flip Flops,Flip Flops,Blue,Fall,Casual,True
10405,Women,Apparel,Topwear,Tops,Black,Fall,Casual,True
56210,Women,Accessories,Jewellery,Pendant,Gold,Winter,Casual,True
20290,Men,Apparel,Innerwear,Innerwear Vests,Grey,Summer,Casual,True
53762,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,True
37227,Men,Accessories,Bags,Backpacks,Black,Summer,Casual,True
4520,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
45607,Men,Footwear,Shoes,Formal Shoes,Black,Summer,Formal,True
59258,Women,Accessories,Watches,Watches,Silver,Winter,Casual,True
15177,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,Casual,True
21342,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,Casual,True
6613,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,True
47534,Women,Footwear,Shoes,Flats,Turquoise Blue,Winter,Ethnic,True
17244,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,True
50583,Men,Apparel,Innerwear,Briefs,Grey,Winter,Casual,True
28499,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,True
23071,Men,Apparel,Topwear,Sweaters,Black,Fall,Casual,True
16396,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,True
35114,Men,Accessories,Wallets,Wallets,Brown,Summer,Casual,True
54123,Women,Footwear,Shoes,Heels,Brown,Winter,Casual,True
30466,Women,Apparel,Innerwear,Bra,Pink,Summer,Casual,True
43194,Women,Accessories,Watches,Watches,White,Winter,Casual,True
42046,Women,Accessories,Wallets,Wallets,Black,Summer,Casual,True
3361,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
8789,Men,Apparel,Topwear,Shirts,White,Fall,Formal,True
12736,Unisex,Accessories,Socks,Socks,Grey,Fall,Sports,True
35928,Women,Accessories,Bags,Clutches,Brown,Winter,Casual,True
56674,Men,Accessories,Watches,Watches,White,Winter,Casual,True
4978,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,True
25386,Men,Apparel,Innerwear,Briefs,Beige,Summer,Casual,True
32331,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
24254,Men,Footwear,Shoes,Casual Shoes,White,Summer,Casual,True
10061,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,True
36791,Men,Accessories,Watches,Watches,Steel,Winter,Casual,True
4144,Women,Footwear,Shoes,Sports Shoes,White,Summer,Sports,True
45263,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
15513,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,Casual,True
5096,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,True
11381,Women,Apparel,Topwear,Tops,Multi,Fall,Casual,True
56446,Women,Personal Care,Nails,Nail Polish,Blue,Spring,Casual,True
24066,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,True
57594,Women,Personal Care,Lips,Lipstick,Pink,Spring,Casual,True
10253,Women,Accessories,Bags,Handbags,Green,Winter,Casual,True
40523,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
1604,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,Sports,True
38439,Women,Accessories,Bags,Handbags,Purple,Summer,Casual,True
15721,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
4376,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
44183,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,True
37471,Women,Accessories,Watches,Watches,Silver,Winter,Casual,True
53134,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,True
17076,Women,Accessories,Belts,Belts,Red,Winter,Casual,True
23243,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,Formal,True
18802,Men,Accessories,Belts,Belts,Black,Summer,Casual,True
6421,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,True
35326,Women,Accessories,Jewellery,Earrings,Silver,Winter,Ethnic,True
29779,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,Casual,True
22391,Unisex,Apparel,Topwear,Tshirts,Pink,Fall,Casual,True
51663,Men,Accessories,Eyewear,Sunglasses,Green,Winter,Casual,True
9469,Men,Apparel,Topwear,Shirts,White,Fall,Formal,True
54311,Women,Apparel,Innerwear,Briefs,Pink,Summer,Casual,True
26731,Men,Personal Care,Fragrance,Deodorant,White,Spring,Casual,True
12504,Women,Apparel,Topwear,Tops,Purple,Fall,Casual,True
42274,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
16998,Women,Footwear,Shoes,Flats,Beige,Winter,Casual,True
46288,Women,Apparel,Topwear,Tunics,Yellow,Summer,Casual,True
9809,Men,Apparel,Topwear,Shirts,White,Fall,Formal,True
42628,Women,Accessories,Jewellery,Earrings,Gold,Winter,Casual,True
12158,Women,Apparel,Bottomwear,Leggings,Navy Blue,Fall,Ethnic,True
18462,Men,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,Casual,True
9035,Men,Footwear,Shoes,Casual Shoes,Green,Winter,Casual,True
37811,Men,Apparel,Topwear,Shirts,Olive,Summer,Casual,True
21974,Women,Accessories,Bags,Handbags,Olive,Winter,Casual,True
40943,Girls,Apparel,Topwear,Tops,Pink,Summer,Casual,True
53568,Unisex,Others,Free Gifts,Free Gifts,White,Winter,Casual,True
58180,Women,Accessories,Bags,Handbags,Red,Summer,Casual,True
59052,Women,Footwear,Shoes,Flats,Brown,Winter,Casual,True
21148,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,True
24608,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,True
39385,Men,Apparel,Bottomwear,Jeans,Grey,Summer,Casual,True
15973,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,True
56228,Men,Apparel,Loungewear and Nightwear,Night suits,Grey Melange,Summer,Casual,True
1856,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
52688,Women,Accessories,Watches,Watches,Silver,Winter,Casual,True
59260,Women,Accessories,Watches,Watches,Silver,Winter,Casual,True
4518,Men,Footwear,Shoes,Sports Shoes,White,Winter,Sports,True
29117,Men,Accessories,Socks,Socks,Navy Blue,Summer,Casual,True
17618,Girls,Apparel,Bottomwear,Leggings,Black,Fall,Casual,True
30806,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,True
47168,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,Sports,True
9207,Women,Footwear,Shoes,Casual Shoes,Black,Fall,Casual,True
48120,Women,Accessories,Belts,Belts,Multi,Summer,Casual,True
32309,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
4940,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,True
10059,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,True
5892,Women,Apparel,Topwear,Tops,White,Summer,Casual,True
38633,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
59604,Women,Apparel,Saree,Sarees,Olive,Fall,Ethnic,True
44389,Women,Personal Care,Fragrance,Deodorant,Black,Spring,Casual,True
10865,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,True
43990,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,Casual,True
23049,Women,Apparel,Topwear,Shirts,White,Fall,Casual,True
54927,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
29573,Men,Footwear,Shoes,Casual Shoes,Black,Summer,Casual,True
42842,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,True
48544,Men,Accessories,Belts,Belts,Brown,Summer,Casual,True
23875,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,True
18234,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,True
35910,Women,Accessories,Bags,Handbags,Brown,Summer,Casual,True
49496,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,Casual,True
3359,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
6419,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,Casual,True
2885,Women,Footwear,Shoes,Heels,Beige,Winter,Casual,True
28693,Women,Apparel,Topwear,Kurtas,Rust,Summer,Ethnic,True
29741,Women,Accessories,Bags,Handbags,Green,Summer,Casual,True
3957,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,True
18006,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,True
54329,Women,Apparel,Innerwear,Briefs,Black,Summer,Casual,True
9451,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,True
48776,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,True
8583,Men,Apparel,Topwear,Waistcoat,Grey,Fall,Casual,True
26709,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,Sports,True
38401,Unisex,Accessories,Headwear,Caps,Teal,Summer,Sports,True
53930,Women,Accessories,Bags,Handbags,Grey,Summer,Casual,True
44987,Men,Accessories,Watches,Watches,White,Winter,Casual,True
59436,Women,Footwear,Shoes,Flats,White,Winter,Casual,True
15719,Men,Footwear,Shoes,Sports Shoes,Others,Fall,Sports,True
37449,Men,Accessories,Belts,Belts,Brown,Summer,Casual,True
39715,Women,Footwear,Shoes,Heels,Brown,Spring,Casual,True
24298,Men,Accessories,Socks,Socks,Navy Blue,Summer,Casual,True
5866,Unisex,Footwear,Shoes,Casual Shoes,Green,Summer,Casual,True
4188,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,True
11943,Men,Footwear,Sandal,Sandals,Brown,Winter,Casual,True
58722,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,True
17288,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,True
28455,Women,Apparel,Bottomwear,Skirts,Black,Summer,Sports,True
55801,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,Casual,True
9697,Men,Footwear,Shoes,Formal Shoes,Black,Fall,Formal,True
43158,Women,Accessories,Watches,Watches,White,Winter,Casual,True
23881,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,True
34836,Men,Footwear,Shoes,Sports Shoes,Black,Fall,Sports,True
19312,Unisex,Accessories,Bags,Backpacks,Red,Winter,Casual,True
49462,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,Casual,True
22953,Men,Footwear,Shoes,Sports Shoes,Black,Summer,Sports,True
31578,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,Casual,True
34238,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,True
16168,Men,Footwear,Shoes,Casual Shoes,White,Fall,Casual,True
46618,Women,Footwear,Shoes,Heels,Black,Winter,Casual,True
17886,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,Casual,True
48782,Women,Accessories,Jewellery,Pendant,Silver,Summer,Casual,True
49650,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,True
16954,Men,Accessories,Eyewear,Sunglasses,Black,Winter,Casual,True
19120,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,Casual,True
25178,Women,Accessories,Bags,Handbags,Brown,Winter,Casual,True
39527,Unisex,Accessories,Accessories,Travel Accessory,Black,Summer,Casual,True
52816,Men,Accessories,Watches,Watches,Black,Winter,Casual,True
25944,Women,Accessories,Scarves,Scarves,Yellow,Summer,Casual,True
58510,Women,Apparel,Dress,Dresses,White,Fall,Casual,True
33821,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,Sports,True
5268,Unisex,Accessories,Bags,Backpacks,Black,Winter,Casual,True
22739,Unisex,Accessories,Bags,Backpacks,Blue,Fall,Casual,True
